Filename	Tokens	AWL	TTR	#	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``	
HOC-FD	9401	4.31	203	0	0	0.19	2.96	0.05	0.05	6.39	0.63	0.33	0.53	0.09	2.18	0.67	0.05	0.24	0.12	1.82	1.36	0.06	7.72	0.20	0.99	0.31	5.99	0	0.61	0.01	1.27	0.14	5.45	0	0.43	19.74	1.53	0.15	0.07	0.98	10.68	1.15	0.38	0.91	0.17	0.84	0.71	0	1.63	0.45	3.39	0.15	0.46	0.02	0.24	0.06	0.43	0.50	1.71	0.17	1.29	0.24	0.03	4.68	2.56	1.69	2.81	7.39	0.10	1.01	0.03	1.13	2.64	0.13	1.03	0.86	0.02	1.12	0.04	0.12	2.49	0.15	0.19	0	0.07	0.67	0.02	0.09	0.31	0.48	0.13	0.01	0.14	0.30	0.12	0.36	0.20	
HOC-FE	1717	4.28	231	0	0	0.70	3.44	0.52	0.52	5.42	0.87	0.47	0.64	0.06	2.50	0.70	0.06	0.23	0.06	0.58	0.41	0.12	7.80	0.23	0.70	0.12	6.41	0	0.23	0	1.75	0	5.36	0	0.06	25.39	0.87	0.06	0	0.52	10.13	0.82	0.12	0.35	0.76	0.99	0.47	0.06	1.22	0.23	3.55	0.41	0.17	0	0.12	0.06	0.41	0.58	1.63	0.06	4.31	0.12	0	3.49	5.24	1.69	1.75	5.07	0.35	0.52	0	0.76	1.75	0.12	1.34	0.23	0	0.82	0.12	0	0.99	0.06	1.05	0.06	0.06	0.52	0	0.17	0.64	0.47	0.12	0.06	0	0.23	0.23	0.47	0.76	
HOC-FF	5619	4.52	198	0.16	0.02	0.27	3.27	0.21	0.25	5.18	0.37	0.27	0.44	0.12	2.19	0.96	0.09	0.50	0.41	0.77	0.75	0.02	7.60	0.32	0.73	0.18	3.86	0	0.30	0.07	1.32	0.09	6.21	0.02	1.30	19.47	3.19	0.25	0	0.62	10.43	1.19	0.28	0.85	0.36	1.25	0.91	0.02	1.14	0.28	4.00	0.12	0.55	0	0.18	0.12	0.30	0.43	2.69	0.20	1.71	0.12	0.05	6.53	1.64	2.10	2.30	5.96	0.11	0.89	0.05	1.23	2.56	0.04	0.87	1.16	0	0.57	0.02	0.23	1.28	0.12	0.21	0.02	0	0.68	0.05	0.23	0.23	0.41	0.07	0.04	0.07	0.39	0.12	0.41	0.32	
HOC-FG	4000	4.57	226	0	0.03	0.45	2.20	0.10	0.10	6.00	0.45	0.22	0.38	0.07	2.27	0.75	0	0.20	0.25	0.88	0.80	0.10	8.35	0.38	0.80	0.22	1.60	0.05	0.22	0	1.63	0.22	6.35	0.10	0.68	20.23	2.97	0.07	0	0.83	9.78	1.43	0.25	0.70	0.55	0.63	1.60	0.05	0.92	0.40	3.62	0.25	0.25	0	0.30	0.18	0.60	0.33	2.48	0.22	3.00	0.13	0	6.50	1.52	2.10	3.33	6.50	0.18	0.78	0	1.15	1.77	0.15	0.50	1.43	0.03	1.13	0.03	0.13	1.47	0.15	0.60	0	0.07	0.80	0	0.07	0.38	0.35	0.13	0.03	0.10	0.22	0.10	0.20	0.50	
HOC-FH	2884	4.28	218	0	0	0.35	3.16	0.24	0.24	5.58	0.80	0.17	0.35	0.14	2.12	0.76	0.14	0.55	0.28	0.80	0.80	0.03	7.77	0.42	0.97	0.21	4.54	0.17	0.07	0	1.21	0.31	4.89	0	0.45	21.60	2.25	0.31	0	0.49	8.50	1.53	0.14	0.80	0.24	0.73	1.32	0	1.56	0.45	4.16	0.24	0.69	0.03	0.42	0.03	0.24	0.59	2.70	0.10	1.46	0.07	0.10	6.66	1.14	2.25	2.84	7.14	0.07	1.01	0	1.18	2.01	0.10	1.35	1.21	0.10	0.55	0	0.10	1.70	0.10	0.45	0.03	0	0.31	0	0.03	0.69	0.45	0.21	0.03	0.14	0.31	0.10	0.42	0.28	
HOC-FI	5539	4.50	225	0	0	0.45	4.15	0.32	0.32	5.33	0.65	0.31	0.67	0.25	2.60	0.61	0.05	0.34	0.36	0.76	0.65	0.11	7.17	0.27	1.03	0.14	2.98	0.11	0.25	0.09	1.77	0.16	5.96	0	0.23	20.13	2.46	0.11	0	1.01	10.04	1.88	0.29	0.42	0.43	1.43	0.67	0	1.44	0.29	4.22	0.20	1.10	0	0.29	0.16	0.43	0.47	2.09	0.20	1.37	0.27	0.09	4.86	1.16	1.79	2.24	8.99	0.25	1.07	0	1.55	2.85	0.05	1.35	0.74	0.04	0.87	0.04	0.07	2.06	0.31	0.61	0	0.13	0.38	0.02	0.13	0.22	0.36	0.14	0.07	0.07	0.25	0.13	0.22	0.47	
HOC-FJ	2351	4.45	213	0	0	0.38	3.40	0.21	0.21	5.53	0.51	0.17	0.77	0.30	1.91	0.51	0	0.64	0.21	0.68	1.06	0.09	8.21	0.21	0.72	0.38	3.23	0	0.43	0	1.40	0.17	5.70	0	0.55	17.82	1.91	0.17	0	0.85	7.83	1.91	0.26	0.77	0.51	1.23	0.98	0	1.36	0.30	4.25	0.13	0.26	0	0.68	0.13	0.26	0.55	2.08	0.21	2.68	0.13	0.04	5.61	1.53	2.98	2.72	9.53	0.17	1.02	0	1.91	3.11	0.04	0.81	1.32	0.04	0.60	0.09	0.13	2.21	0.30	0.60	0.04	0.04	0.55	0.04	0.13	0.30	0.77	0.13	0	0.13	0.38	0.04	0.09	0.38	
HOC-FK	4118	4.57	211	0	0	0.41	2.77	0.07	0.07	5.29	0.24	0.46	0.51	0.15	2.02	0.70	0.05	0.39	0.24	2.28	0.87	0	7.87	0.17	0.61	0.36	2.62	0.02	0.15	0.02	1.19	0.07	5.66	0	0.53	20.93	2.21	0.12	0	0.80	10.61	1.09	0.34	0.63	0.15	1.00	0.75	0	1.00	0.27	3.64	0.15	0.39	0	0.46	0.10	0.36	0.53	2.38	0.36	3.04	0.15	0.10	4.91	1.48	2.57	2.91	7.24	0.22	1.09	0	0.97	2.36	0.12	0.58	1.17	0.05	1.02	0.05	0.10	1.65	0.17	0.34	0.02	0.17	0.46	0.05	0.10	0.34	0.41	0.07	0.02	0.53	0.24	0.19	0.70	0.44	
HOC-FL	3049	3.90	217	0.13	0.07	3.71	4.53	0.03	0.03	8.63	2.23	0.13	0.43	0.30	1.77	2.16	0	0.23	0.03	0.72	0.52	0.30	11.94	0.10	0.46	0.39	3.61	0	0.16	0	1.48	0	4.07	0	0.03	23.22	0.30	0.10	0.07	0.52	7.94	1.54	0.30	0.52	0.33	0.95	0.52	0.07	0.62	0.16	3.48	0.36	2.10	0	0.26	0.07	0.07	0.30	0.75	0	3.67	0.10	0.43	3.61	3.35	1.67	1.02	10.50	0.07	1.41	0	1.05	2.07	0.07	2.76	0.33	0	0.39	0.03	0.07	1.12	0.07	2.79	0	0	0.13	0	0.16	0.36	0.23	0	0.03	0.95	0.10	0.10	0.39	3.90	
HOC-FM	2289	4.71	197	0	0	0.26	2.01	0.31	0.31	5.33	0.83	0	0.44	0.17	1.75	0.39	0.13	0.52	0.35	1.44	0.92	0	8.48	0.35	1.05	0.22	2.01	0.09	0.17	0	1.00	0.17	8.87	0	0.52	20.01	3.19	0.13	0	0.74	9.35	1.31	0.22	0.66	0.44	1.05	1.09	0.09	1.27	0.26	3.80	0.04	0.44	0	0.17	0.04	0.31	0.26	2.49	0.31	1.66	0.04	0	5.99	0.44	1.88	2.62	8.17	0.09	1.18	0	1.49	2.27	0.13	0.96	1.22	0.09	0.52	0	0.04	1.22	0.26	0.52	0	0.22	0.70	0.04	0	0.26	0.39	0	0	0.39	0.39	0.22	0.39	0.31	
HOC-FN	2301	4.81	220	0	0	0.17	4.04	0.52	0.52	5.69	0.70	0.22	0.70	0.30	2.91	0.48	0.22	0.39	0.35	1.13	0.74	0	7.17	0.39	0.83	0.17	2.48	0.09	0.26	0	1.17	0.04	5.95	0	1.56	21.03	3.17	0.13	0	1.13	9.87	1.48	0.30	0.61	0.30	1.39	0.65	0	1.26	0.35	4.65	0.04	0.17	0	0.26	0.17	0.39	0.61	2.13	0.17	1.48	0.22	0.26	5.74	2.91	1.87	2.13	5.04	0.26	0.83	0	1.65	2.13	0.13	0.48	0.83	0	0.65	0	0.09	1.78	0.30	0.56	0.04	0.17	0.39	0.04	0.13	0.35	0.30	0.17	0	0.17	0.22	0.30	0.17	0.22	
HOC-FO	9334	4.29	221	0	0	0.33	3.55	0.21	0.21	5.06	0.43	0.37	0.50	0.15	2.35	0.59	0.05	0.79	0.29	1.35	0.69	0.03	6.36	0.16	0.69	0.28	3.86	0.04	0.36	0	1.59	0.05	5.46	0	1.17	17.39	1.79	0.17	0.02	0.67	8.14	1.56	0.21	0.76	0.43	1.27	1.00	0.04	1.11	0.60	4.23	0.17	0.74	0.01	0.54	0.14	0.60	0.22	3.85	0.05	3.77	0.13	0.03	7.91	1.24	2.04	2.14	7.44	0.10	0.99	0	1.48	2.70	0.09	0.63	0.96	0	0.52	0.03	0.05	1.76	0.26	0.43	0.03	0.06	0.34	0.03	0.09	0.81	0.37	0.17	0.03	0.14	0.26	0.06	0.24	0.34	
HOC-FP	6046	4.58	210	0	0.02	0.40	2.81	0.23	0.23	5.59	0.45	0.12	0.51	0.15	2.13	0.65	0.05	0.51	0.30	1.67	0.55	0.12	8.19	0.17	0.83	0.13	2.30	0.02	0.25	0.03	1.26	0.13	6.12	0	1.06	20.05	2.33	0.12	0	0.66	9.97	1.31	0.22	0.43	0.46	0.89	1.03	0.02	1.04	0.41	3.97	0.36	0.68	0	0.25	0.12	0.38	0.31	2.61	0.15	3.11	0.15	0.08	6.40	1.62	2.33	2.41	6.88	0.20	0.73	0.02	1.36	2.51	0.12	0.88	1.11	0.05	0.68	0.02	0.07	1.62	0.22	0.69	0.08	0.12	0.33	0.03	0.18	0.63	0.31	0.17	0.05	0.20	0.28	0.03	0.51	0.43	
HOC-FQ	4609	4.77	232	0.04	0.02	0.76	3.23	0.43	0.43	5.40	0.74	0.20	0.54	0.11	2.50	0.35	0	0.33	0.33	0.93	0.61	0.13	8.53	0.65	1.19	0.43	2.93	0.07	0.20	0	1.32	0.09	8.35	0	0.50	21.02	3.28	0.13	0	0.95	9.33	1.15	0.22	0.65	0.22	0.87	1.11	0	1.11	0.30	3.95	0.20	0.20	0.02	0.24	0.13	0.39	0.20	2.39	0.11	1.30	0.24	0.07	5.62	0.52	2.54	1.95	7.31	0.28	0.56	0.02	1.11	2.08	0.11	0.72	0.76	0.02	0.43	0.09	0.24	1.43	0.15	0.41	0.02	0.11	0.50	0	0.15	0.30	0.24	0.04	0.02	0.11	0.28	0.11	0.22	0.74	
HOC-FR	4589	4.23	200	0	0	0.17	2.88	0.15	0.15	6.04	0.65	0.28	0.37	0.07	2.31	1.66	0.04	0.50	0.39	0.50	0.54	0.02	7.32	0.33	2.24	0.31	4.18	0.02	0.35	0.07	1.35	0.02	6.19	0	0.59	19.98	1.68	0.11	0.04	0.72	9.61	1.05	0.28	0.50	0.41	1.13	1.05	0.02	1.85	0.31	4.88	0.15	1.00	0.02	0.28	0.09	0.24	0.22	2.24	0.15	1.61	0.04	0.22	6.06	0.54	2.14	1.57	8.11	0.17	0.59	0	1.35	2.27	0.04	1.31	0.70	0	0.17	0	0.09	1.63	0.33	0.41	0.04	0.09	0.39	0	0.24	0.37	0.46	0.07	0.04	0.11	0.31	0.04	0.33	0.17	
HOC-FS	3206	4.60	219	0	0	0.19	3.18	0.09	0.09	5.99	0.28	0.34	0.19	0.16	1.81	0.25	0.06	0.28	0.19	1.34	0.66	0.06	9.48	0.25	0.81	0.34	3.03	0.12	0.47	0	1.53	0.16	7.11	0	0.37	21.55	2.99	0.28	0.03	0.94	10.79	1.40	0.31	0.59	0.19	0.84	1.00	0	1.34	0.25	2.93	0.09	0.22	0	0.25	0.06	0.28	0.37	1.84	0.25	1.53	0.37	0.03	4.93	0.90	2.03	2.43	7.64	0.22	0.66	0	1.25	2.31	0.09	0.66	1.03	0.06	0.69	0	0.09	1.40	0.31	0.59	0.09	0.06	0.41	0	0.06	0.34	0.28	0.09	0.03	0.12	0.22	0.19	0.25	0.22	
HOC-FT	2771	4.22	221	0	0	0.65	3.83	0.22	0.22	5.27	0.79	0.14	0.36	0.18	2.92	0.43	0	0.87	0.43	0.65	0.61	0.07	6.35	0.29	0.83	0.07	4.73	0.14	0.25	0.07	1.34	0	6.96	0	0.25	18.44	1.05	0.14	0	0.65	8.52	1.23	0.18	0.94	0.25	1.55	0.87	0.04	0.90	0.51	4.55	0.29	2.89	0	0.14	0.04	0.65	0.22	2.35	0.11	2.13	0.25	0.07	5.77	1.01	1.66	1.48	9.53	0.51	1.48	0	1.48	2.78	0.07	1.30	0.90	0	0.22	0.04	0.04	2.42	0.18	0.58	0.14	0.11	0.29	0	0.18	0.32	0.22	0.14	0.07	0.04	0.25	0	0.25	0.61	
HOC-FU	6971	4.69	220	0	0	0.44	3.03	0.19	0.19	5.32	0.62	0.30	0.49	0.16	2.08	0.66	0.06	0.34	0.37	0.89	0.34	0.04	7.80	0.33	1.08	0.34	3.39	0	0.49	0.06	1.75	0.10	7.42	0	0.34	19.74	3.21	0.14	0	0.93	9.08	1.29	0.27	0.69	0.53	1.39	0.77	0	1.39	0.37	3.64	0.24	0.29	0	0.32	0.10	0.57	0.43	2.61	0.29	1.78	0.24	0	5.68	0.60	2.63	1.66	8.41	0.33	0.67	0.03	1.20	2.60	0.14	0.70	0.66	0.01	0.46	0.06	0.06	1.64	0.11	0.66	0.09	0.19	0.57	0.03	0.14	0.27	0.30	0.07	0.04	0.07	0.20	0.06	0.33	0.46	
HOC-FV	5838	4.36	215	0	0	0.81	4.40	0.19	0.19	5.50	0.81	0.34	0.63	0.09	2.28	0.79	0.10	0.15	0.21	0.57	0.50	0.07	7.04	0.46	1.23	0.34	4.39	0.17	0.34	0.07	2.06	0.14	7.57	0	0.10	23.11	1.16	0.14	0	0.94	9.32	1.47	0.31	0.69	0.48	1.15	0.48	0.02	1.13	0.36	4.35	0.17	0.62	0	0.17	0.02	0.38	0.53	1.32	0.12	1.35	0.21	0.09	3.89	1.58	2.04	2.31	8.44	0.26	0.67	0.02	1.40	2.54	0.03	1.64	0.69	0.02	1.03	0.05	0.12	2.19	0.22	0.53	0.12	0.17	0.58	0	0.15	0.19	0.41	0.12	0.05	0.10	0.15	0.05	0.17	0.89	
HOC-FW	7268	4.55	234	0	0.03	0.65	3.45	0.37	0.39	5.32	0.67	0.32	0.48	0.32	2.30	0.83	0.07	0.26	0.30	0.84	0.58	0.08	9.00	0.41	1.02	0.34	2.50	0.06	0.17	0	1.49	0.11	7.29	0	0.19	20.53	2.20	0.22	0.03	0.94	9.88	1.60	0.29	0.73	0.33	1.39	0.73	0	1.25	0.23	3.88	0.15	0.62	0	0.17	0.12	0.41	0.58	2.26	0.21	2.19	0.17	0.04	4.72	2.96	1.39	2.53	6.30	0.25	0.67	0	1.18	2.96	0.19	0.66	0.80	0.01	1.03	0.01	0.07	1.55	0.21	0.52	0.12	0.11	0.44	0.03	0.11	0.22	0.34	0.12	0.03	0.10	0.21	0.12	0.12	0.66	
HOC-FX	3933	4.11	221	0	0	0.43	3.10	0.20	0.20	5.31	0.36	0.13	0.43	0.08	2.49	1.42	0.05	0.33	0.33	0.33	0.38	0.08	7.09	0.33	1.32	0.13	6.38	0.15	0.31	0.10	1.73	0.13	5.29	0	0.28	19.60	1.27	0.23	0.03	0.94	9.26	1.65	0.31	0.58	0.20	0.86	0.79	0.05	1.04	0.64	3.97	0.18	0.79	0	0.05	0	0.31	0.31	3.05	0.08	1.27	0.13	0.05	6.33	3.66	2.47	1.81	6.18	0.23	0.81	0.05	1.47	2.64	0.08	1.58	0.46	0.03	0.89	0.03	0.23	1.96	0.58	0.38	0.10	0.03	0.36	0.03	0.10	0.41	0.33	0.20	0	0.03	0.18	0.05	0.38	0.43	
HOC-FY	2139	4.27	222	0	0	0.42	3.88	0.19	0.19	5.98	0.84	0.70	0.65	0.33	2.24	1.03	0	0.84	0.33	0.79	0.28	0.05	7.62	0.42	0.89	0.14	2.95	0.28	1.26	0.14	1.87	0.14	6.17	0.05	0.33	19.07	0.89	0.19	0	0.75	9.44	2.06	0.23	1.17	0.09	2.01	0.56	0	1.59	0.61	3.74	0.23	2.43	0	0.19	0.14	0.47	0.28	1.82	0.28	1.36	0.23	0	4.58	1.40	1.59	1.64	8.65	0.33	0.75	0	1.68	3.37	0.14	2.01	0.79	0.05	0.37	0.14	0.09	1.78	0.33	0.61	0.05	0.19	0.61	0	0.09	0.23	0.37	0.14	0.05	0	0.19	0.05	0.28	0.33	
HOC-FZ	5306	4.50	231	0	0	0.43	2.66	0.11	0.17	5.33	0.41	0.25	0.30	0.36	2.19	0.55	0.02	0.92	0.34	1.00	0.74	0	9.91	0.49	0.68	0.43	1.96	0.08	0.11	0.02	1.98	0.06	6.63	0.09	1.28	17.17	2.41	0.23	0.02	0.51	8.42	1.43	0.30	0.85	0.55	0.87	0.83	0.08	1.07	0.41	4.47	0.06	0.57	0	0.32	0.15	0.45	0.36	1.75	0.11	2.32	0.17	0.06	5.37	2.19	1.51	5.75	6.60	0.17	0.85	0	1.51	1.77	0.17	0.77	3.07	0.02	1.21	0.04	0.06	2.11	0.11	0.60	0.06	0.19	0.77	0	0.11	0.32	0.47	0.09	0.02	0.11	0.32	0.11	0.25	0.45	
HOC-GA	997	4.32	216	0	0	0.40	2.71	0	0	6.42	0.40	0.50	0.70	0.40	2.21	0.70	0.10	0.60	0.50	1.00	0.40	0.10	5.32	0.30	1.60	0.40	5.22	0	0.10	0.10	2.71	0	5.42	0	0.40	17.75	0.90	0	0	0.60	7.52	2.31	0.20	0.80	0.80	2.21	1.20	0.10	1.40	0.70	3.21	0.10	1.60	0	0.30	0.20	0.70	0.30	1.60	0.30	3.91	0.10	0	5.72	1.91	2.41	2.11	8.32	0.10	1.00	0	1.20	3.21	0	2.11	0.70	0	0.10	0	0.10	2.61	0.30	0.80	0	0	0.80	0.10	0.10	0.10	0.80	0.20	0	0.10	0.20	0.10	0.10	0.40	
HOC-GB	8544	4.67	220	0	0	0.48	3.66	0.33	0.32	5.65	0.69	0.26	0.48	0.16	2.46	1.04	0.04	0.54	0.42	0.85	0.63	0.06	8.03	0.33	1.40	0.26	3.23	0.09	0.36	0.05	1.92	0.02	8.93	0	0.41	19.99	2.24	0.07	0	0.84	9.11	1.90	0.19	0.78	0.34	1.16	0.85	0.02	1.44	0.35	3.68	0.16	0.61	0.02	0.21	0.11	0.48	0.42	1.88	0.18	1.33	0.16	0.02	4.82	0.80	1.90	2.07	7.79	0.27	0.62	0.01	1.29	2.77	0.14	0.89	0.85	0.06	0.54	0.06	0.06	2.00	0.11	0.48	0.09	0.13	0.50	0.01	0.07	0.33	0.20	0.07	0.06	0.08	0.19	0.09	0.27	0.51	
HOC-GC	2802	4.52	241	0	0	0.64	5.10	0.61	0.57	6.82	1.21	0.21	0.46	0.14	1.93	1.28	0.11	0.29	0.11	0.54	0.75	0.04	7.49	0.32	2.03	0.57	2.68	0.04	0.46	0.04	1.78	0.18	7.17	0	0.29	24.13	1.53	0.14	0.04	0.64	9.35	1.82	0.64	0.43	0.46	0.93	0.21	0	1.39	0.57	4.64	0.07	0.96	0.07	0.86	0.11	0.21	0.18	2.07	0.04	1.14	0.21	0.07	3.75	1.57	1.64	2.11	7.96	0.18	0.46	0	0.82	2.82	0.07	1.32	0.68	0.11	0.39	0.04	0.18	1.28	0.21	0.54	0.14	0.11	0.46	0.04	0.21	0.36	0.39	0.11	0	0.11	0.07	0.07	0.18	0.64	
HOC-GD	818	4.60	219	0	0	0.24	3.79	0.24	0.24	5.01	0.49	0.12	0.73	0.24	1.83	0.86	0.12	0.24	0.61	0.73	0.49	0	8.68	0.49	0.86	0.24	2.81	0.12	0.61	0	1.83	0.24	7.21	0	0.49	22.00	2.44	0	0	0.86	9.90	1.34	0.12	0.37	0.49	0.73	0.86	0	0.98	0.37	3.79	0.24	0.24	0	0.24	0.12	0.12	0.37	2.20	0.24	2.08	0.24	0	4.89	1.71	2.93	1.83	7.33	0.37	0.86	0	0.49	2.32	0	0.37	0.73	0	0.61	0	0.12	2.44	0.12	0.12	0.12	0	0.98	0.12	0.12	0.24	0.24	0	0	0	0.37	0.12	0.24	0.24	
HOC-GE	4792	4.49	223	0	0	0.17	2.80	0.21	0.21	5.20	0.44	0.13	0.46	0.13	1.92	0.69	0.06	0.44	0.33	0.83	0.81	0.06	8.85	0.27	0.69	0.31	3.26	0.04	0.25	0.13	1.61	0.06	6.76	0	0.31	20.14	3.09	0.21	0	0.46	10.20	1.42	0.73	0.81	0.23	0.71	1.13	0	0.94	0.19	3.88	0.29	0.63	0	0.29	0.10	0.27	0.40	2.40	0.25	1.44	0.17	0.10	5.55	1.48	2.48	2.34	6.80	0.23	0.71	0.02	1.38	2.25	0.04	1.13	1.17	0	0.56	0.06	0.13	1.42	0.21	0.35	0.06	0.06	0.63	0.02	0.08	0.48	0.23	0.08	0	0.13	0.29	0.17	0.29	0.17	
HOC-GF	4608	4.36	193	0.07	0	0.20	3.52	0.13	0.13	5.21	0.48	0.30	0.52	0.13	2.45	0.61	0.02	1.39	0.30	0.91	0.54	0.02	6.90	0.26	0.69	0.35	3.97	0.09	0.30	0	1.30	0.11	4.77	0	0.87	20.20	1.84	0.30	0	0.46	9.66	1.97	0.26	1.00	0.41	0.76	0.98	0.02	1.24	0.41	3.75	0.22	1.78	0	0.33	0.07	0.33	0.24	2.43	0.20	2.00	0.13	0.02	6.60	0.59	2.37	2.54	7.86	0.15	0.63	0.02	1.56	2.24	0.02	1.30	1.67	0.02	0.28	0.02	0.11	1.41	0.26	0.35	0.02	0.04	0.63	0.04	0.33	0.46	0.17	0.17	0.02	0.11	0.20	0.15	0.52	0.30	
HOC-GG	2909	4.61	221	0	0	0.21	2.23	0.10	0.10	5.74	0.41	0.10	0.31	0.10	2.20	0.34	0.07	0.45	0.28	0.96	0.76	0	9.59	0.52	0.69	0.24	1.51	0	0.41	0	1.24	0.10	5.91	0	1.17	19.35	3.75	0.21	0	1.03	9.93	1.27	0.21	0.76	0.17	0.65	1.41	0.03	1.27	0.21	3.54	0.24	0.34	0	0.55	0.03	0.41	0.38	2.48	0.17	2.68	0.14	0.03	6.81	0.86	1.93	2.68	6.94	0.52	0.65	0	1.55	2.34	0.21	0.69	1.38	0.03	0.52	0.03	0.10	1.79	0.17	0.38	0	0.03	0.72	0	0.07	0.55	0.58	0.07	0	0.14	0.55	0.07	0.17	0.21	
HOC-GH	2251	4.41	205	0.13	0.04	0.13	2.80	0.22	0.22	5.69	0.36	0.18	0.40	0.04	2.71	0.53	0	0.89	0.13	0.89	0.80	0	7.77	0.18	0.71	0.22	2.49	0	0.76	0.04	1.33	0.09	5.91	0.04	1.42	20.66	1.60	0.09	0.09	1.20	8.97	1.42	0.40	0.80	0.13	1.07	0.53	0	1.73	0.22	4.66	0.40	0.49	0	0.27	0	0.27	0.27	2.00	0.09	3.24	0.13	0	6.00	0.89	1.91	3.91	7.24	0.18	0.76	0	0.80	2.22	0.04	0.49	2.13	0	0.40	0.04	0.18	1.47	0.09	0.18	0	0	0.53	0	0.18	0.27	0.27	0.13	0.09	0.04	0.44	0.40	0.49	0.13	
HOC-GI	6324	4.73	220	0	0	0.54	3.13	0.14	0.17	5.71	0.41	0.13	0.51	0.09	2.07	0.54	0.03	0.51	0.27	0.81	0.73	0.08	8.93	0.52	0.49	0.40	1.04	0.05	0.32	0	0.95	0.13	5.99	0.02	0.74	22.66	2.55	0.35	0	1.19	10.12	1.17	0.19	1.01	0.30	0.79	1.04	0	1.49	0.21	3.64	0.19	0.36	0	0.55	0.06	0.44	0.38	2.62	0.14	2.50	0.14	0.09	6.18	1.09	1.94	2.32	7.01	0.17	0.74	0.02	0.89	1.83	0.14	0.57	1.19	0.02	0.62	0.06	0.14	1.63	0.16	0.47	0.06	0.09	0.65	0.03	0.09	0.36	0.35	0.06	0.03	0.24	0.17	0.13	0.27	0.57	
HOC-GJ	4798	4.61	209	0	0	0.31	3.08	0.25	0.25	5.04	0.38	0.35	0.50	0.06	1.96	0.40	0.06	0.35	0.44	0.88	0.56	0	8.55	0.44	0.56	0.25	1.94	0.08	0.35	0.04	1.60	0.06	7.11	0	0.85	21.84	1.90	0.19	0.02	0.90	9.98	1.54	0.29	0.58	0.71	1.00	0.63	0.02	1.33	0.17	4.19	0.04	0.25	0.02	0.21	0.10	0.48	0.25	2.11	0.15	3.00	0.21	0.15	5.09	2.73	1.60	2.71	5.86	0.25	1.25	0.02	1.19	1.90	0.17	0.44	0.88	0.02	0.81	0.08	0.10	2.00	0.42	0.63	0.04	0.10	0.71	0	0.10	0.38	0.42	0.10	0.06	0.13	0.48	0.23	0.27	0.33	
HOC-GK	4769	4.54	202	0	0	0.44	3.04	0.17	0.17	5.66	0.61	0.21	0.46	0.10	2.18	0.59	0.02	0.75	0.27	0.99	0.67	0.08	9.77	0.27	0.73	0.38	1.43	0.08	0.48	0.02	1.45	0.19	4.89	0	0.65	21.28	2.16	0.27	0	0.75	9.10	1.53	0.15	0.61	0.50	1.01	1.45	0.04	1.53	0.27	4.28	0.38	0.31	0	0.55	0.02	0.46	0.21	2.10	0.19	2.50	0.04	0.04	5.93	0.78	2.24	3.10	7.57	0.21	0.80	0	1.22	2.43	0.10	0.46	1.01	0.02	1.47	0.04	0.08	1.82	0.21	0.48	0.06	0.21	0.59	0.02	0.04	0.61	0.29	0.08	0.04	0.23	0.23	0.21	0.25	0.44	
HOC-GL	6029	4.52	237	0	0.02	0.41	3.15	0.28	0.28	5.64	0.33	0.32	0.45	0.18	1.61	0.51	0.07	0.45	0.30	1.13	0.71	0.07	8.96	0.48	1.08	0.41	2.69	0.07	0.76	0.03	1.58	0.07	6.55	0	0.63	21.94	2.19	0.08	0	0.53	10.30	1.68	0.32	0.68	0.56	0.78	1.23	0.03	1.09	0.25	4.00	0.17	0.41	0	0.41	0.02	0.30	0.27	2.09	0.08	1.56	0.18	0.07	5.61	0.90	2.22	1.92	7.08	0.22	0.51	0.02	1.48	2.12	0.08	0.80	0.98	0.02	0.53	0.02	0.13	1.56	0.22	0.35	0.10	0.13	0.61	0	0.15	0.48	0.40	0.13	0.02	0.27	0.25	0.10	0.40	0.43	
HOC-GM	7621	4.50	220	0	0	0.42	3.49	0.14	0.14	5.01	0.49	0.25	0.39	0.18	1.99	0.83	0.01	0.77	0.50	0.77	0.67	0.08	7.49	0.56	1.42	0.39	2.10	0.12	0.58	0	1.33	0.07	6.02	0	0.58	21.76	1.60	0.18	0.01	0.62	8.78	0.91	0.54	0.66	0.25	1.01	1.02	0.03	1.13	0.38	4.44	0.62	0.83	0	0.29	0.08	0.46	0.30	1.89	0.18	1.77	0.29	0.09	5.63	0.91	2.87	2.66	7.91	0.26	0.80	0	1.54	2.15	0.05	1.09	1.19	0.04	0.56	0.03	0.10	1.77	0.12	0.49	0.03	0.08	0.62	0.03	0.16	0.46	0.31	0.12	0.03	0.09	0.46	0.18	0.46	0.31	
